simpleview_listing_accountid,simpleview_listing_ACCTID,simpleview_listing_LONGITUDE,simpleview_listing_CITY,simpleview_listing_LISTINGKEYWORDS,simpleview_listing_ALTPHONE,simpleview_listing_TOLLFREE,simpleview_listing_SOCIALMEDIA,simpleview_listing_FAX,simpleview_listing_EMAIL,simpleview_listing_ADDR3,simpleview_listing_ZIP,simpleview_listing_ADDR1,simpleview_listing_PHONE,simpleview_listing_ADDR2,simpleview_listing_LATITUDE,simpleview_listing_WEBURL,simpleview_listing_LOGOFILE,simpleview_listing_STATE,simpleview_listing_LISTINGID,Listing Category one,Listing Region,Listing Amenity,ID,Title,Content,Excerpt,Date,Post Type,Permalink,Image ID,Listing Category Two
290,269,-91.3803291321,Natchez,,,,,,gvni@mdah.state.ms.us,,39120,400 Jefferson Davis Boulevard,(601) 446-6502,,31.52492222,http://mdah.state.ms.us/hprop/gvni.html,,MS,290,OUTDOORS>Nature,,,1199,Grand Village of the Natchez Indians,"A religious structure once stood atop the Temple Mound and housed bones of previous chiefs (called Suns). A sacred perpetual fire was kept in the Temple's inner sanctum, symbolic of the sun, from which the royal family had descended.


The 128-acre Grand Village site features a museum, a reconstructed Natchez Indian House, and three ceremonial mounds. Two of the mounds, the Great Sun's Mound and the Temple Mound have been excavated and rebuilt to their original sizes and shapes. A third mound, called the Abandoned Mound, has been only partially excavated. After three major archaeological excavations at the Grand village by the Mississippi Department of Archives and History, no more digging investigations are planned for the site. The unexcavated areas of the site will be preserved intact, representing a sort of ""time capsule"" from the Natchez Indians' past. 


On the nature trail, native trees, flowers, and shrubs are identified. The Visitor Center offers interpretive exhibits and a gift shop featuring Native American crafts. A ""Touch Table"" invites children to handle tools and other objects the Indians employed.


Hours are Monday - Saturday 9:00 am until 5:00 pm, Sunday 1:30 pm until 5:00 pm.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/grand-village-of-the-natchez-indians-2/,1200,
304,359,-91.4006252000,Natchez,,,,,(601) 445-9701,info@natchezmanor.com,,39120,600 Franklin Street,(601) 442-4441,,31.5597501,http://www.natchezmanor.com,,MS,304,STAY>Bed &amp; Breakfasts,,Breakfast Included|Credit Cards Accepted|Dancing|Downtown Walking Distance|Hair Dryer|Internet Access|Iron &amp; Board|Jacuzzi Suites|Meeting Space Available|Microwave|Outdoor Dining Available|Private Bath|Restaurant|Wireless Internet in Room,1201,Natchez Manor,"The Manor has twelve beautifully appointed queen rooms, and two suite-sized king rooms overlooking Antiques Row. Downstairs is the 600 Franklin Piano Bar, which often provides live entertainment on the weekends and serves up a delectable line of libations. If you feel the need to take in some fresh air, visit the Rooftop Terrace Bar on the third floor to indulge in drinks and comfortable seating while jazz and blues fills the air.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-manor/,1202,
306,78,-91.4155197144,Natchez,,,(800) 937-8376,,(601) 442-2165,pa1922@yahoo.com,,39120,10 Grand Soleil Boulevard,(601) 442-1906,,31.55396348,http://www.bestwestern.com,,MS,306,STAY>Hotels &amp; Motels,,Breakfast Included|Business Center|Coffee Maker|Credit Cards Accepted|Fitness Center|Hair Dryer|Handicap Access|Internet Access|Iron &amp; Board|Meeting Space Available|Microwave|Off Street Parking|Outdoor Pool|Refrigerator|River Views,1203,Super 8,"Situated along the Bluff, the Best Western offers sixty rooms, with four handicapped units and twenty smoking units. There is one swimming pool and workout area. This Mississippi hotel does not allow pets. They offer a senior citizens discount and a group discount if you book ten or more rooms.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/super-8/,1204,
308,286,-91.4010167000,Natchez,,,,,,thecarriagehouse1@att.net,,39120,400 High Street,(601) 442-6282,,31.5625645,http://www.stantonhall.com/,,MS,308,MEETINGS>Venues,Downtown,,1205,Stanton Hall,"Until recently, Stanton Hall was only available for rent to members of the Pilgrimage Garden Club, to use as a reception venue on their special day. Stanton Hall is now available to the public to rent as a reception and/or wedding venue. The interior of the home is absolutely stunning and features gorgeous Cornelius & Baker chandeliers in the main entry hall, dining room, library, and double parlors. The hallway runs the length of the house and is highlighted by ornate egg & dart molding which is anchored atop large dental molding, allowing for a molding depth of over ten inches. This venue is so extraordinary that your guests will talk about it for years to come.
The main house will accommodate quite a few folks, but if you need more space the Carriage House restaurant is located just across the courtyard from the main house, and it's a great place for a band and dancing. When the weather is nice, the courtyard can be used for outside bar and food table setups. Stanton Hall is also located within walking distance of some downtown hotels and bed & breakfast facilities.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/stanton-hall/,1206,
309,361,-91.5530934000,Ferriday,,,,,,lindajgardner@gmail.com,,71334,218 Louisiana Avenue,(318) 757-9999,,31.6298207,http://www.sos.louisiana.gov/tabid/274/Default.aspx,,LA,309,TOUR>Attractions,,,1207,Delta Music Museum,"Either on your way to visit Frogmore Plantation, or while enroute back to Natchez, there is a stop in Ferriday that you simply must make. The Delta Music Museum offers exhibits on sixteen rock and roll and blues musicians from the Mississippi River delta country. There is a ""Walk of Fame"" outside the building. The museum opened with a grant from the State of Louisiana but is operated by local volunteers. There is no admission charge; the facility relies on the sales of souvenirs. Visitors from all over the United States have signed the guestbook since the museum opened in the spring of 2002.
There are also exhibits on two well-known former Ferriday personalities not affiliated with the music industry: former CBS and ABC commentator Howard K. Smith (1914-2002) and Ann Boyar Warner (1908-1990), second wife of Warner Brothers studio mogul Jack Warner. There is a mural drawn in 1991 presented by Monterey High School in Concordia Parish. The first exhibit one encounters in the museum is a sculpture of the three Ferriday cousins at the piano: singers Mickey Gilley of Branson, Missouri, Jerry Lee Lewis and Jimmy Lee Swaggart, the latter an evangelist based in Baton Rouge. Other honorees are blues trombonist Leon ""Pee Wee"" Whittaker, a native of Newellton in northern Tensas Parish.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/delta-music-museum/,1208,
312,364,-91.4041395000,Natchez,,,,,,,,39120,405 State Street,(601) 442-2581,,31.5591103,,,MS,312,TOUR>Attractions,,,1209,Natchez in Historic Photographs,"Natchez is fortunate to have an outstanding collection of photographs depicting life in Natchez and on the riverfront from about 1845 to circa 1910. Family portraits, steamboats laden with enormous bales of cotton, and street scenes throughout the historic downtown area will keep you mesmerized for at least an hour when you tour the gallery. The gallery is located in the Stratton Chapel behind First Presbyterian Church on Pearl St. The exhibit is free, but donations are accepted to help offset the utility cost to display the exhibit. You simply have to add a trip to the chapel in your tour itinerary because the images you'll see truly reveal the history and majesty of Natchez.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-in-historic-photographs/,1210,
315,365,-91.4048300000,Natchez,,,,,,htweezy@hotmail.com,,39120,352 John R. Junkin Drive,(601) 304-0000,,31.5447886,http://sodapopsnatchez.com/,,MS,315,EAT>Local Flavor,Near Downtown,,1211,Soda Pops,"Soda Pops is located at the Natchez Mall on the outer strip, and their menu includes a great mix of ethnic dishes. Chicken Alfredo and Chicken Parmesan highlight the Italian side, Chicken Cordon Bleu adds a little French flair, and a great selection of Cajun dishes round it all out. The menu is extensive so you won't have a problem trying to satisfy any palate. It's a family restaurant with a fun atmosphere, reminiscent of family dining in the 60's. Be sure to come hungry because you won't leave that way. If somehow you are still hungry when you've finished your meal, try the Chocolate Lover's Sundae or a huge banana split. Soda Pops also makes its very own ice cream that will take you back to summer days on a family outing.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/soda-pops/,1212,
361,391,-91.3994908333,Natchez,,(601) 442-9668,,,,whiteturpinhouse@gmail.com,,39120,608 Jefferson Street,(318) 452-8356,,31.56008879,http://www.whiteturpinhouse.com,,MS,361,STAY>Bed &amp; Breakfasts,,Breakfast Included|Children Under 14|Coffee Maker|Credit Cards Accepted|Downtown Walking Distance|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Laundry Facility Available|Microwave|Off Street Parking|Private Bath|Refrigerator|Wireless Internet in Room,1213,White Turpin House,"Located within walking distance of downtown restaurants and shops, the White Turpin House is a charming bed and breakfast offering three bedrooms and two baths with 1 king and 2 queen beds. Breakfast consists of a voucher for Natchez Coffee Company located just around the corner. Bring a cup of joe back with you and enjoy reading a book in the White Turpin House library filled with Natchez and Mississippi history.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/white-turpin-house/,1214,
363,392,-91.3840164000,Natchez,,,,,,lindenbandb@gmail.com,,39120,1 Conner Circle,(769) 355-2127,,31.5522181,http://www.lindenbandb.com,,MS,363,MEETINGS>Venues,,Breakfast Included|Coffee Maker|Credit Cards Accepted|Free Parking Lot Available|Hair Dryer|Historic Property|Internet Access|Iron &amp; Board|Long Term Stay Available|Meeting Space Available|Off Street Parking|Private Bath|Wireless Internet in Room,1215,Linden,"Why not include the accommodations and amenities of Linden in your wedding plans? We have plenty of guest rooms, so family and friends can be nearby to help you with the preparations and the celebration. Linden's dining room and parlors lend a delightful ambience as a reception or rehearsal dinner location. As you'll see in the photos, the gallery and courtyard give you plenty of room for the entire wedding entourage, as well as a great place for dancing, photos, and all the excitement that goes with your special day.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/linden-2/,1216,
385,407,-91.3817498000,Natchez,,,,,,oswnewu@bellsouth.net,,39120,65 S. Concord Avenue,(601) 445-9924,,31.5600944,http://www.oldsouthwinery.com,,MS,385,TOUR>Attractions,,,1217,Old South Winery,"It may seem a little unusual to be touting a winery as an attraction in the deep South, but it does exist and it is indeed something to experience. The winery is run by the Galbreath family and the wines are created from Muscadines (an American grape with a European name), grown in a vineyard right outside the facilities back door. After you take the 20 minute tour, the staff will pour you a small sample of each of the products they create from their grapes, so you can see what a treat they really are. The local favorite is a rose' labeled Miss Scarlet.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/old-south-winery/,1218,
396,286,-91.4010167000,Natchez,,,,,,thecarriagehouse1@att.net,,39120,400 High Street,(601) 442-6282,,31.5625645,http://www.stantonhall.com/,,MS,396,HISTORIC SITES &amp; HOMES>Homes,Downtown,,1219,Stanton Hall,"When you first get a glimpse of Stanton Hall, it will boggle your mind to know that builder, Dr. Frederick Stanton, paid a mere $83,000 to build this opulent, Greek Revival style mansion, which occupies an entire city block. Dr. Stanton was an Irish immigrant and he'd originally named the house Belfast, for obvious reasons. In addition to being a family physician, Stanton was a wealthy planter and cotton merchant. The house was built in 1857 and is noted for its scale, outstanding marble mantles, and large pier mirrors that give the double parlors infinite appeal. For a brief time, the house was home to Stanton College for young ladies and the name was then changed to Stanton Hall. Today the house is owned and maintained by the Pilgrimage Garden Club. You can learn more about Stanton Hall when you take the tour, or as you pass by in a horse-drawn carriage tour. Please visit the website link above to learn more about the home and how to purchase tour tickets.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/stanton-hall-2/,1220,
399,417,-91.4060122000,Natchez,,,,,,,,39120,100 N. Broadway Street,,,31.5621185,,,MS,399,TOUR>Attractions,Downtown,,1221,Natchez Trails,"The Natchez Trails are a combination of city streets and walkways dotted with interpretive panels depicting the history of the area in which you are walking. The trails run throughout the downtown area and along the bluff overlooking the river. Pedestrians and cyclists can share parts of the trails, and you can wind your way down to the edge of the mighty Mississippi River. Not only is it a great way to get some exercise, it is a great way to learn a lot about the abundant history of Natchez. The trail is wide enough atop the bluff to be shared by walkers and those just wanting to take a look at the river or watch a magnificent sunset over neighboring Louisiana. You can add an extra day to your stay just to spend it walking along the Natchez Trails.",,2023-01-13,listing,https://main-bvxea6i-runeyo4tk5cae.us-4.platformsh.site/listing/natchez-trails/,1222,
